Company,Company Path,Industry,Country,employees,marketcap,revenue,earnings,operating-margin,total-assets,total-liabilities,total-debt,net-assets,pe-ratio,ps-ratio
Electronic Arts,https://companiesmarketcap.com/electronic-arts,Technology,USA,13400,34189999999.999996,7650000000.0,1510000000.0,0.1906,13610000000.0,6080000000.0,1950000000.0,7530000000.0,35.4,4.51
Equinix,https://companiesmarketcap.com/equinix,Technology,USA,13046,72290000000.0,8180000000.0,1520000000.0,0.11410000000000001,32650000000.0,20130000000.0,17450000000.0,12510000000.0,83.0,8.94
Pinduoduo,https://companiesmarketcap.com/pinduoduo,Technology,China,12992,160870000000.0,28070000000.0,7850000000.0,0.2966,43860000000.0,21240000000.0,2750000000.0,22620000000.0,27.1,5.73
Netflix,https://companiesmarketcap.com/netflix,Technology,USA,12800,272110000000.0,33720000000.0,7020000000.0,0.1664,48730000000.0,28140000000.0,14540000000.0,20580000000.0,61.6,8.07
Block,https://companiesmarketcap.com/square,Technology,USA,12428,49290000000.0,21910000000.0,-29150000.0,-0.0151,34060000000.000004,15370000000.0,6070000000.0,18690000000.0,-174.0,2.25
FactSet,https://companiesmarketcap.com/factset,Technology,USA,12237,16280000000.000002,2120000000.0,660000000.0,0.3181,3950000000.0,2250000000.0,1770000000.0,1700000000.0,34.9,7.67
NetApp,https://companiesmarketcap.com/netapp,Technology,USA,12000,21010000000.0,6180000000.0,1260000000.0,0.1675,9360000000.0,8369999999.999999,2650000000.0,990000000.0,18.7,3.5
Grab Holdings,https://companiesmarketcap.com/grab,Technology,Singapore,11934,13350000000.0,2360000000.0,-470000000.0,-0.889,8600000000.0,2270000000.0,770000000.0,6330000000.0,-12.6,5.64
Trimble,https://companiesmarketcap.com/trimble,Technology,USA,11825,14870000000.0,3790000000.0,510000000.0,0.1548,9530000000.0,5030000000.0,3180000000.0,4500000000.0,45.9,4.01
Endava,https://companiesmarketcap.com/endava,Technology,UK,11761,1810000000.0,950000000.0,100000000.0,0.15410000000000001,1010000000.0,220000000.0,75650000.0,780000000.0,16.0,1.9
PB Fintech,https://companiesmarketcap.com/pb-fintech,Technology,India,11694,6780000000.0,380000000.0,-670000.0,-0.1085,770000000.0,93210000.0,31690000.0,680000000.0,-198.0,18.4
Tata Elxsi,https://companiesmarketcap.com/tata-elxsi,Technology,India,11639,5780000000.0,420000000.0,120000000.0,0.2981,330000000.0,86270000.0,28570000.0,250000000.0,61.6,13.9
Shopify,https://companiesmarketcap.com/shopify,Technology,Canada,11600,90100000000.0,7060000000.0,180000000.0,-0.31670000000000004,11290000000.0,2230000000.0,1150000000.0,9060000000.0,-79.5,13.0
Clarivate,https://companiesmarketcap.com/clarivate,Technology,UK,11600,4910000000.0,2620000000.0,-1020000000.0,-1.6582,12700000000.0,6710000000.0,4800000000.0,5990000000.0,-1.17,1.87
ASM Pacific Technology,https://companiesmarketcap.com/asm-pacific-technology,Technology,Hong Kong,11600,5570000000.0,1530000000.0,-39140000.0,0.1243,3000000000.0,1000000000.0,440000000.0,2000000000.0,49.3,3.75
eBay,https://companiesmarketcap.com/ebay,Technology,USA,11600,26850000000.0,10110000000.0,3970000000.0,-0.1634,21620000000.0,15220000000.0,8220000000.000001,6390000000.0,20.8,2.66
Take 2 Interactive,https://companiesmarketcap.com/take-2-interactive,Technology,USA,11580,25140000000.0,5390000000.0,-1620000000.0,-0.2501,14890000000.0,6380000000.0,3520000000.0,8500000000.0,-20.8,4.79
Sage Group,https://companiesmarketcap.com/sage,Technology,UK,11326,14700000000.0,2660000000.0,340000000.0,,4790000000.0,3080000000.0,1530000000.0,1710000000.0,30.5,4.64
Atlassian,https://companiesmarketcap.com/atlassian,Technology,Australia,11151,55660000000.0,3890000000.0,-260000000.0,-0.08800000000000001,4440000000.0,3540000000.0,1270000000.0,900000000.0,-110.0,14.3
Bilibili,https://companiesmarketcap.com/bilibili,Technology,China,11092,4980000000.0,3170000000.0,-670000000.0,-0.26280000000000003,4730000000.0,2570000000.0,1050000000.0,2160000000.0,-6.46,1.59
Juniper Networks,https://companiesmarketcap.com/juniper-networks,Technology,USA,10901,11880000000.0,5560000000.0,340000000.0,0.08710000000000001,9510000000.0,5020000000.0,1690000000.0,4490000000.0,32.4,2.15
United Internet,https://companiesmarketcap.com/united-internet,Technology,Germany,10761,3930000000.0,6740000000.0,640000000.0,0.11,12430000000.0,6290000000.0,3610000000.0,6140000000.0,12.8,0.6081
Keyence,https://companiesmarketcap.com/keyence,Technology,Japan,10580,102700000000.0,6690000000.0,3590000000.0,0.5468,20000000000.0,840000000.0,,19160000000.0,38.4,15.3
Bandai Namco,https://companiesmarketcap.com/bandai-namco,Technology,Japan,10563,12330000000.0,7170000000.0,670000000.0,0.11019999999999999,6800000000.0,1840000000.0,74420000.0,4960000000.0,23.1,1.71
"M3, Inc",https://companiesmarketcap.com/m3,Technology,Japan,10533,8770000000.0,1650000000.0,500000000.0,0.32170000000000004,3290000000.0,790000000.0,,2490000000.0,24.2,5.24
Zebra Technologies,https://companiesmarketcap.com/zebra-technologies,Technology,USA,10500,14880000000.0,4580000000.0,460000000.0,0.0941,7300000000.0,4269999999.9999995,2410000000.0,3030000000.0,33.0,3.34
Cadence Design Systems,https://companiesmarketcap.com/cadence-design-systems,Technology,USA,10200,83370000000.0,4080000000.0,1310000000.0,0.2934,5660000000.0,2260000000.0,760000000.0,3400000000.0,87.4,20.7
Akamai,https://companiesmarketcap.com/akamai,Technology,USA,10111,15850000000.0,3810000000.0,670000000.0,0.1819,9900000000.0,5300000000.0,4530000000.0,4590000000.0,35.4,4.22
Terveystalo,https://companiesmarketcap.com/terveystalo,Technology,Finland,9801,1020000000.0,1390000000.0,-16020000.0,0.021,1560000000.0,990000000.0,700000000.0,560000000.0,31.2,0.7328
Skyworks Solutions,https://companiesmarketcap.com/skyworks-solutions,Technology,USA,9750,16290000000.0,4640000000.0,970000000.0,0.24280000000000002,8220000000.000001,2000000000.0,1210000000.0,6220000000.0,16.9,3.6
SoftwareONE,https://companiesmarketcap.com/softwareone,Technology,Switzerland,9257,2760000000.0,1200000000.0,74290000.0,-0.013999999999999999,4500000000.0,3730000000.0,39390000.0,760000000.0,26.0,2.51
Spotify,https://companiesmarketcap.com/spotify,Technology,Sweden,9241,60200000000.0,14370000000.0,-560000000.0,-0.0608,9220000000.0,6430000000.0,1870000000.0,2780000000.0,-74.0,4.19
Entegris,https://companiesmarketcap.com/entegris,Technology,USA,9000,20020000000.0,3520000000.0,170000000.0,0.0263,8810000000.0,5400000000.0,4640000000.0,3400000000.0,104.0,5.95
CompuGroup Medical,https://companiesmarketcap.com/compugroup-medical,Technology,Germany,8904,1690000000.0,1280000000.0,100000000.0,0.09720000000000001,2040000000.0,1300000000.0,800000000.0,740000000.0,18.1,1.34
Qorvo,https://companiesmarketcap.com/qorvo,Technology,USA,8500,10750000000.0,3460000000.0,-160000000.0,-0.002,6690000000.0,3060000000.0,2029999999.9999998,3630000000.0,-117.0,3.23
Zoom,https://companiesmarketcap.com/zoom,Technology,USA,8484,18950000000.0,4520000000.0,830000000.0,0.0336,9920000000.0,1910000000.0,72950000.0,8010000000.0,136.0,4.25
THG (The Hut Group),https://companiesmarketcap.com/the-hut-group,Technology,UK,8239,1010000000.0,2710000000.0,-600000000.0,,3550000000.0,2089999999.9999998,1250000000.0,1460000000.0,-16.1,0.2687
Sega Sammy Holdings,https://companiesmarketcap.com/sega-sammy-holdings,Technology,Japan,8219,2820000000.0,3290000000.0,370000000.0,0.1517,4360000000.0,1900000000.0,1080000000.0,2460000000.0,6.48,0.8443
Twilio,https://companiesmarketcap.com/twilio,Technology,USA,8156,11070000000.0,4150000000.0000005,-400000000.0,-0.18239999999999998,11600000000.0,1870000000.0,1170000000.0,9730000000.0,-9.26,2.69
Splunk,https://companiesmarketcap.com/splunk,Technology,USA,8000,26440000000.0,3980000000.0,120000000.0,-0.04190000000000001,5390000000.0,5190000000.0,3260000000.0,190000000.0,,6.64
Allscripts,https://companiesmarketcap.com/allscripts,Technology,USA,8000,830000000.0,830000000.0,130000000.0,0.1076,1690000000.0,510000000.0,210000000.0,1170000000.0,15.6,1.02
NICE,https://companiesmarketcap.com/nice,Technology,Israel,7926,14700000000.0,2370000000.0,460000000.0,0.1583,4890000000.0,1660000000.0,740000000.0,3230000000.0,50.0,6.42
Vacasa,https://companiesmarketcap.com/vacasa,Technology,USA,7900,130000000.0,1110000000.0,-530000000.0,-0.27649999999999997,660000000.0,450000000.0,25860000.0,200000000.0,-2.76,0.1179
CrowdStrike,https://companiesmarketcap.com/crowdstrike,Technology,USA,7745,74740000000.0,3050000000.0,120000000.0,-0.052300000000000006,6640000000.0,4300000000.0,790000000.0,2330000000.0,-799.0,25.2
GoTo,https://companiesmarketcap.com/goto,Technology,Indonesia,7743,5440000000.0,970000000.0,-5880000000.0,-2.8694,3510000000.0,1190000000.0,280000000.0,2320000000.0,-4.6,5.61
Unity Software,https://companiesmarketcap.com/unity-software,Technology,USA,7703,9760000000.0,2180000000.0,-780000000.0,-0.5132,7240000000.0,3820000000.0,2710000000.0,3410000000.0,-9.17,4.6
Kaspi.kz Joint Stock Company,https://companiesmarketcap.com/kaspi-kz,Technology,Kazakhstan,7700,42840000000.0,3780000000.0,2080000000.0,,12770000000.0,10650000000.0,340000000.0,2120000000.0,14.1,11.5
Trend Micro,https://companiesmarketcap.com/trend-micro,Technology,Japan,7669,7100000000.0,1750000000.0,220000000.0,0.18719999999999998,3170000000.0,1720000000.0,1200000.0,1440000000.0,37.8,3.96
Baozun,https://companiesmarketcap.com/baozun,Technology,China,7588,140000000.0,1210000000.0,-59100000.0,-0.0617,1390000000.0,570000000.0,340000000.0,810000000.0,-1.87,0.1258
Lumentum,https://companiesmarketcap.com/lumentum,Technology,USA,7500,2920000000.0,1430000000.0,-230000000.0,0.0179,4650000000.0,3370000000.0,2880000000.0,1270000000.0,-23.5,2.12
Temenos,https://companiesmarketcap.com/temenos,Technology,Switzerland,7498,4830000000.0,980000000.0,200000000.0,,2200000000.0,1630000000.0,820000000.0,560000000.0,47.8,5.02
HubSpot,https://companiesmarketcap.com/hubspot,Technology,USA,7478,34560000000.0,2170000000.0,-160000000.0,-0.0947,3070000000.0,1750000000.0,780000000.0,1320000000.0,-165.0,15.9
Nexon,https://companiesmarketcap.com/nexon,Technology,Japan,7467,13320000000.0,2980000000.0,940000000.0,0.41,7980000000.0,1320000000.0,210000000.0,6660000000.0,16.7,4.43
Sabre,https://companiesmarketcap.com/sabre,Technology,USA,7461,1030000000.0,2900000000.0,-500000000.0,-0.21059999999999998,4670000000.0,6030000000.0,4880000000.0,-1370000000.0,-1.67,0.3576
Marvell Technology Group,https://companiesmarketcap.com/marvell,Technology,USA,7418,60750000000.0,5500000000.0,-760000000.0,-0.0321,21220000000.0,6390000000.0,4400000000.0,14830000000.0,-163.0,11.2
Logitech,https://companiesmarketcap.com/logitech,Technology,Switzerland,7400,13440000000.0,4240000000.0,510000000.0,0.10210000000000001,3650000000.0,1460000000.0,77710000.0,2190000000.0,36.6,3.19
DocuSign,https://companiesmarketcap.com/docusign,Technology,USA,7336,12090000000.0,2760000000.0,100000000.0,-0.02,2970000000.0,1840000000.0,140000000.0,1120000000.0,-695.0,4.42
Nintendo,https://companiesmarketcap.com/nintendo,Technology,Japan,7317,58950000000.0,11970000000.0,4810000000.0,0.3917,21800000000.0,4210000000.0,13920000.0,17590000000.0,16.5,4.92
Tyler Technologies,https://companiesmarketcap.com/tyler-technologies,Technology,USA,7301,17540000000.0,1950000000.0,220000000.0,0.1013,4670000000.0,1730000000.0,690000000.0,2930000000.0,109.0,8.98
Playtech,https://companiesmarketcap.com/playtech,Technology,Isle of Man,7300,1700000000.0,1710000000.0,100000000.0,,3700000000.0,1850000000.0,1050000000.0,1850000000.0,20.4,1.1
PTC,https://companiesmarketcap.com/ptc,Technology,USA,7231,21520000000.0,2180000000.0,330000000.0,0.1852,6270000000.0,3460000000.0,2450000000.0,2800000000.0,87.6,9.99
Jack Henry & Associates,https://companiesmarketcap.com/jack-henry-amd-associates,Technology,USA,7120,12210000000.0,2160000000.0,500000000.0,0.243,2750000000.0,1020000000.0,250000000.0,1720000000.0,33.8,5.74
Kingsoft,https://companiesmarketcap.com/kingsoft,Technology,China,7116,4370000000.0,1180000000.0,210000000.0,,4750000000.0,1080000000.0,390000000.0,3670000000.0,143.0,3.56
Teradata,https://companiesmarketcap.com/teradata,Technology,USA,7000,3540000000.0,1830000000.0,140000000.0,0.0819,1870000000.0,1730000000.0,640000000.0,130000000.0,65.8,1.99
GoDaddy,https://companiesmarketcap.com/godaddy,Technology,USA,6910,18030000000.0,4250000000.0,580000000.0,0.11800000000000001,7560000000.0,7500000000.0,3930000000.0,62200000.0,60.6,4.24
Fagron,https://companiesmarketcap.com/fagron,Pharmaceuticals,Belgium,3035,1360000000.0,840000000.0,110000000.0,0.1439,1110000000.0,590000000.0,400000000.0,510000000.0,13.8,1.59
Endo International,https://companiesmarketcap.com/endo-international,Pharmaceuticals,Ireland,2861,70000.0,2009999999.9999998,-2400000000.0,-1.2915,5130000000.0,11730000000.0,5080000.0,-6600000000.0,-0.0001,0.0
Boiron,https://companiesmarketcap.com/boiron,Pharmaceuticals,France,2813,630000000.0,570000000.0,63400000.0,,810000000.0,220000000.0,13780000.0,590000000.0,19.6,
Jazz Pharmaceuticals,https://companiesmarketcap.com/jazz-pharmaceuticals,Pharmaceuticals,Ireland,2800,6890000000.0,3830000000.0,290000000.0,-0.0699,11390000000.0,7650000000.0,5790000000.0,3730000000.0,-80.5,1.85
ALK-Abelló,https://companiesmarketcap.com/alk-abello,Pharmaceuticals,Denmark,2740,3930000000.0,700000000.0,97540000.0,0.1054,990000000.0,330000000.0,110000000.0,650000000.0,79.3,5.7
KOBAYASHI Pharmaceutical,https://companiesmarketcap.com/kobayashi,Pharmaceuticals,Japan,2702,2760000000.0,1210000000.0,190000000.0,0.1673,1810000000.0,370000000.0,5850000.0,1430000000.0,19.0,2.21
Mallinckrodt Pharmaceuticals,https://companiesmarketcap.com/mallinckrodt-pharmaceuticals,Pharmaceuticals,UK,2673,4520000.0,1930000000.0,-1160000000.0,-0.7635,5100000000.0,4480000000.0,3090000000.0,620000000.0,-0.0028,0.0023
Sanofi India Limited,https://companiesmarketcap.com/sanofi-india-limited,Pharmaceuticals,India,2651,2330000000.0,340000000.0,100000000.0,0.287,200000000.0,84030000.0,2280000.0,120000000.0,33.4,6.77
Strides Pharma,https://companiesmarketcap.com/strides-pharma,Pharmaceuticals,India,2647,920000000.0,460000000.0,14330000.0,-0.0519,760000000.0,520000000.0,330000000.0,240000000.0,-33.1,1.98
Emergent BioSolutions,https://companiesmarketcap.com/emergent-biosolutions,Pharmaceuticals,USA,2500,100000000.0,1020000000.0,-650000000.0,0.1753,1820000000.0,1170000000.0,860000000.0,640000000.0,-0.1813,0.1117
Vetoquinol,https://companiesmarketcap.com/vetoquinol,Pharmaceuticals,France,2455,1200000000.0,570000000.0,77900000.0,,700000000.0,150000000.0,17180000.0,540000000.0,20.1,1.91
Akeso,https://companiesmarketcap.com/akeso,Pharmaceuticals,China,2341,5460000000.0,120000000.0,-210000000.0,,1240000000.0,540000000.0,350000000.0,690000000.0,-19.8,38.2
Incyte,https://companiesmarketcap.com/incyte,Pharmaceuticals,USA,2324,12090000000.0,3690000000.0,830000000.0,0.159,6780000000.0,1590000000.0,38280000.0,5180000000.0,28.9,3.34
Alkermes,https://companiesmarketcap.com/alkermes,Pharmaceuticals,Ireland,2280,4170000000.0,1660000000.0,440000000.0,-0.15039999999999998,2130000000.0,930000000.0,370000000.0,1200000000.0,19.2,2.51
Biotest,https://companiesmarketcap.com/biotest,Pharmaceuticals,Germany,2228,1450000000.0,770000000.0,180000000.0,-0.0217,1420000000.0,930000000.0,610000000.0,480000000.0,-162.0,1.92
Nippon Shinyaku,https://companiesmarketcap.com/nippon-shinyaku,Pharmaceuticals,Japan,2186,1900000000.0,1030000000.0,220000000.0,0.2114,1750000000.0,230000000.0,14520000.0,1520000000.0,11.2,1.81
KYORIN Pharmaceutical,https://companiesmarketcap.com/kyorin-pharmaceutical,Pharmaceuticals,Japan,2138,680000000.0,840000000.0,43330000.0,,1260000000.0,370000000.0,140000000.0,890000000.0,21.5,0.8219
Genmab,https://companiesmarketcap.com/genmab,Pharmaceuticals,Denmark,2132,19310000000.0,2390000000.0,810000000.0,0.35340000000000005,5220000000.0,540000000.0,110000000.0,4680000000.0,29.6,8.19
Zai Lab,https://companiesmarketcap.com/zai-lab,Pharmaceuticals,China,2036,1510000000.0,260000000.0,-340000000.0,-1.5607,1030000000.0,240000000.0,15150000.0,790000000.0,-3.66,5.58
Alnylam Pharmaceuticals,https://companiesmarketcap.com/alnylam-pharmaceuticals,Pharmaceuticals,USA,2002,18770000000.0,1820000000.0,-320000000.0,-1.0863,3820000000.0,4050000000.0,1300000000.0,-230000000.0,-37.0,10.5
Laboratorios Farmaceuticos Rovi,https://companiesmarketcap.com/laboratorios-farmaceuticos-rovi,Pharmaceuticals,Spain,1993,4480000000.0,900000000.0,230000000.0,0.2921,880000000.0,280000000.0,72330000.0,600000000.0,23.4,5.01
Novavax,https://companiesmarketcap.com/novavax,Pharmaceuticals,USA,1992,600000000.0,690000000.0,-530000000.0,-1.4957,1790000000.0,2510000000.0,220000000.0,-720000000.0,-0.5981,0.8678
HUTCHMED,https://companiesmarketcap.com/hutchmed,Pharmaceuticals,Hong Kong,1990,3050000000.0,260000000.0,-230000000.0,-0.9625,1270000000.0,530000000.0,86130000.0,740000000.0,-17.2,11.7
Inotiv,https://companiesmarketcap.com/inotiv,Pharmaceuticals,USA,1955,150000000.0,580000000.0,-40660000.0,-0.6126,830000000.0,580000000.0,420000000.0,250000000.0,-0.4966,0.2904
Bachem,https://companiesmarketcap.com/bachem,Pharmaceuticals,Switzerland,1926,6610000000.0,680000000.0,140000000.0,0.2108,2000000000.0,430000000.0,250000.0,1570000000.0,59.0,8.43
Hikal,https://companiesmarketcap.com/hikal,Pharmaceuticals,India,1906,440000000.0,210000000.0,17390000.0,0.0629,280000000.0,150000000.0,93140000.0,130000000.0,39.0,2.06
Almirall,https://companiesmarketcap.com/almirall,Pharmaceuticals,Spain,1846,1830000000.0,990000000.0,88820000.0,0.0046,2620000000.0,1000000000.0,440000000.0,1610000000.0,47.6,1.86
Swedish Orphan Biovitrum,https://companiesmarketcap.com/sobi,Pharmaceuticals,Sweden,1791,7880000000.0,2100000000.0,390000000.0,0.2232,6920000000.0,3760000000.0,1920000000.0,3150000000.0,34.2,3.85
Sequent Scientific,https://companiesmarketcap.com/sequent-scientific,Pharmaceuticals,India,1771,360000000.0,160000000.0,-17800000.0,-0.020099999999999996,180000000.0,98540000.0,55520000.0,82210000.0,-21.8,2.27
Legend Biotech,https://companiesmarketcap.com/legend-biotech,Pharmaceuticals,USA,1700,10000000000.0,280000000.0,-530000000.0,-3.3908,1840000000.0,590000000.0,320000000.0,1250000000.0,-16.9,35.1
Faes Farma,https://companiesmarketcap.com/faes-farma,Pharmaceuticals,Spain,1690,1040000000.0,460000000.0,100000000.0,0.2262,850000000.0,120000000.0,26410000.0,730000000.0,11.3,2.25
Nectar Lifesciences,https://companiesmarketcap.com/nectar-lifesciences,Pharmaceuticals,India,1669,91150000.0,190000000.0,11440000.0,0.0263,250000000.0,120000000.0,82040000.0,120000000.0,-29.4,0.4737
Amphastar Pharmaceuticals,https://companiesmarketcap.com/amphastar-pharmaceuticals,Pharmaceuticals,USA,1615,1920000000.0,640000000.0,190000000.0,0.2429,1510000000.0,870000000.0,620000000.0,630000000.0,19.1,3.0
Tilray,https://companiesmarketcap.com/tilray,Pharmaceuticals,Canada,1600,1470000000.0,700000000.0,-1420000000.0,-0.7012,4330000000.0,930000000.0,520000000.0,3390000000.0,-0.8407,2.05
Neuland Laboratories,https://companiesmarketcap.com/neuland-laboratories,Pharmaceuticals,India,1554,1020000000.0,180000000.0,50740000.0,0.128,200000000.0,64099999.99999999,12150000.0,130000000.0,36.3,5.08
Taro Pharmaceutical,https://companiesmarketcap.com/taro-pharmaceutical,Pharmaceuticals,Israel,1554,1580000000.0,610000000.0,43720000.0,0.1386,2160000000.0,380000000.0,1950000.0,1770000000.0,69.1,2.59
Aarti Drugs,https://companiesmarketcap.com/aarti-drugs,Pharmaceuticals,India,1450,550000000.0,320000000.0,33630000.0,0.0947,280000000.0,130000000.0,70940000.0,140000000.0,25.8,1.75
Marksans Pharma,https://companiesmarketcap.com/marksans-pharma,Pharmaceuticals,India,1412,870000000.0,250000000.0,52370000.0,0.1661,270000000.0,50160000.0,13380000.0,220000000.0,25.0,3.46
PTC Therapeutics,https://companiesmarketcap.com/ptc-therapeutics,Pharmaceuticals,USA,1402,2020000000.0,930000000.0,-700000000.0,-0.8420000000000001,1890000000.0,2710000000.0,2220000000.0,-820000000.0,-3.17,2.24
Neurocrine Biosciences,https://companiesmarketcap.com/neurocrine-biosciences,Pharmaceuticals,USA,1400,13540000000.0,1880000000.0,330000000.0,0.1436,3250000000.0,1010000000.0,420000000.0,2230000000.0,69.4,7.17
Bavarian Nordic,https://companiesmarketcap.com/bavarian-nordic,Pharmaceuticals,Denmark,1351,1670000000.0,1030000000.0,240000000.0,0.1162,2120000000.0,590000000.0,21510000.0,1530000000.0,10.3,1.65
Galapagos NV,https://companiesmarketcap.com/galapagos-nv,Pharmaceuticals,Belgium,1338,2060000000.0,250000000.0,4250000.0,-0.2607,4700000000.0,1930000000.0,14940000.0,2760000000.0,-11.9,8.02
Ultragenyx,https://companiesmarketcap.com/ultragenyx,Pharmaceuticals,USA,1311,3860000000.0,430000000.0,-550000000.0,-1.6216,1490000000.0,1210000000.0,43160000.0,270000000.0,-4.95,9.61
Exelixis,https://companiesmarketcap.com/exelixis,Pharmaceuticals,USA,1310,6910000000.0,1830000000.0,250000000.0,0.1186,2940000000.0,670000000.0,180000000.0,2260000000.0,80.0,3.75
Ginkgo Bioworks,https://companiesmarketcap.com/ginkgo-bioworks,Pharmaceuticals,USA,1292,2260000000.0,250000000.0,-900000000.0,-3.9497000000000004,1660000000.0,560000000.0,240000000.0,1090000000.0,-1.5,8.99
RPG Life Sciences,https://companiesmarketcap.com/rpg-life-sciences,Pharmaceuticals,India,1214,290000000.0,66709999.99999999,13250000.0,0.1787,55530000.0,15100000.0,,40430000.0,33.0,4.51
PolyPeptide Group,https://companiesmarketcap.com/polypeptide-group,Pharmaceuticals,Switzerland,1181,1010000000.0,350000000.0,-64400000.00000001,,760000000.0,340000000.0,120000000.0,420000000.0,108.0,1.94
Sarepta Therapeutics,https://companiesmarketcap.com/sarepta-therapeutics,Pharmaceuticals,USA,1162,11530000000.0,1240000000.0,-530000000.0,-0.8819,3260000000.0,2400000000.0,1390000000.0,850000000.0,-15.9,9.39
Indivior PLC,https://companiesmarketcap.com/indivior,Pharmaceuticals,USA,1000,2790000000.0,1090000000.0,39000000.0,,1950000000.0,1950000000.0,280000000.0,,25.7,2.53
United Therapeutics,https://companiesmarketcap.com/united-therapeutics,Pharmaceuticals,USA,985,11180000000.0,2320000000.0,1330000000.0,0.49090000000000006,7160000000.0,1180000000.0,700000000.0,5980000000.0,12.3,4.8
Sorrento Therapeutics,https://companiesmarketcap.com/sorrento-therapeutics,Pharmaceuticals,USA,949,16530000.000000002,64269999.99999999,-550000000.0,-7.9237,450000000.0,650000000.0,200000000.0,-200000000.0,-0.0259,0.2488
Alvotech,https://companiesmarketcap.com/alvotech,Pharmaceuticals,Iceland,917,3420000000.0,91430000.0,-520000000.0,-5.048,950000000.0,1880000000.0,1070000000.0000001,-940000000.0,-3.64,36.2
Curevac,https://companiesmarketcap.com/curevac,Pharmaceuticals,Germany,904,650000000.0,45940000.0,-330000000.0,-5.8724,890000000.0,250000000.0,44490000.0,630000000.0,-1.86,14.4
Roivant Sciences,https://companiesmarketcap.com/roivant-sciences,Pharmaceuticals,UK,904,9000000000.0,120000000.0,4300000000.0,-18.008499999999998,7310000000.0,720000000.0,500000000.0,6580000000.0,-8.34,73.0
Argenx,https://companiesmarketcap.com/argenx,Pharmaceuticals,Netherlands,843,22930000000.0,1220000000.0,-310000000.0,-1.7755,4540000000.0,440000000.0,20000000.0,4090000000.0,-91.3,18.4
Shinpoong Pharm,https://companiesmarketcap.com/shinpoong-pharm,Pharmaceuticals,South Korea,815,480000000.0,150000000.0,-40770000.0,-0.1725,280000000.0,56230000.0,34370000.0,220000000.0,-15.7,3.2
Ascendis Pharma,https://companiesmarketcap.com/ascendis-pharma,Pharmaceuticals,Denmark,797,8550000000.000001,290000000.0,-460000000.0,-6.0982,910000000.0,1070000000.0000001,710000000.0,-170000000.0,-13.2,29.4
Ionis Pharmaceuticals,https://companiesmarketcap.com/ionis-pharmaceuticals,Pharmaceuticals,USA,796,6080000000.0,780000000.0,-260000000.0,-0.4395,2990000000.0,2600000000.0,1450000000.0,380000000.0,-14.8,7.86
Adaptive Biotechnologies,https://companiesmarketcap.com/adaptive-biotechnologies,Pharmaceuticals,USA,790,430000000.0,170000000.0,-220000000.0,-1.0194,660000000.0,350000000.0,98770000.0,300000000.0,-1.97,2.23
Glaukos,https://companiesmarketcap.com/glaukos,Pharmaceuticals,USA,783,4910000000.0,310000000.0,-130000000.0,-0.3753,940000000.0,470000000.0,380000000.0,460000000.0,-36.9,15.6
Apellis Pharmaceuticals,https://companiesmarketcap.com/apellis,Pharmaceuticals,USA,767,6720000000.0,390000000.0,-530000000.0,-3.5637,780000000.0,590000000.0,110000000.0,190000000.0,-10.6,16.9
Bliss GVS Pharma,https://companiesmarketcap.com/bliss-gvs-pharma,Pharmaceuticals,India,763,140000000.0,91060000.0,14840000.0,0.191,140000000.0,28220000.0,11980000.0,110000000.0,19.7,1.59
Insmed,https://companiesmarketcap.com/insmed,Pharmaceuticals,USA,736,4040000000.0,300000000.0,-680000000.0,-1.9569,1320000000.0,1660000000.0,1200000000.0,-340000000.0,-5.42,13.9
Valneva SE,https://companiesmarketcap.com/valneva,Pharmaceuticals,France,719,590000000.0,160000000.0,-81370000.0,-0.3443,540000000.0,380000000.0,200000000.0,160000000.0,-3.6,3.7
PeptiDream,https://companiesmarketcap.com/peptidream,Pharmaceuticals,Japan,704,1300000000.0,190000000.0,43680000.0,0.053399999999999996,440000000.0,190000000.0,120000000.0,250000000.0,21.4,6.48
Lifecore Biomedical,https://companiesmarketcap.com/lifecore-biomedical,Pharmaceuticals,USA,689,180000000.0,130000000.0,-68480000.0,-0.37310000000000004,250000000.0,250000000.0,110000000.0,-4230000.0,-1.85,1.39
Sage Therapeutics,https://companiesmarketcap.com/sage-therapeutics,Pharmaceuticals,USA,689,920000000.0,86450000.0,-550000000.0,-59.3208,880000000.0,82740000.0,5160000.0,790000000.0,-1.67,11.5
Maravai LifeSciences,https://companiesmarketcap.com/maravai-lifesciences,Pharmaceuticals,USA,670,2109999999.9999998,280000000.0,610000000.0,0.3525,1480000000.0,690000000.0,610000000.0,780000000.0,15.1,7.47
ImmunityBio,https://companiesmarketcap.com/immunitybio,Pharmaceuticals,USA,670,4099999999.9999995,620000.0,-460000000.0,-1474.05,500000000.0,1090000000.0,720000000.0,-590000000.0,-5.32,
Blueprint Medicines,https://companiesmarketcap.com/blueprint-medicines,Pharmaceuticals,USA,661,5340000000.0,240000000.0,-510000000.0,-2.4444999999999997,1040000000.0,910000000.0,330000000.0,130000000.0,-10.0,22.7
AbCellera,https://companiesmarketcap.com/abcellera,Pharmaceuticals,Canada,630,1280000000.0,38020000.0,-180000000.0,-0.22010000000000002,1480000000.0,330000000.0,77380000.0,1150000000.0,-16.8,33.7
